0 , 1562.4757,1544.4258,,,,1451.7098,,,,,,,,1409.8544,1332.7224,1357.4453,,,,,,,1405.8533,1411.0402,,,,,,,1335.4407,1341.6157,1517.5886,1458.9921,1464.5667,,,,1375.7441,1382.8379,1388.8274,1388.2356,1378.2559,,,,1355.824,1297.0552,1475.644,1403.8533,1368.9512,1375.5964,,,1386.7565,1319.0751,1269.3113,1273.4521,1302.0223,1319.6615,1344.5581,1258.3591,1226.7438,1246.9275,1351.8458,1315.1187,1258.3591,1228.0383,1275.2694,1337.5719,,,1229.1893,1097.7805,1159.1337,1140.3586,1188.183,1134.2664,993.34814,982.11346,1219.9904,1207.8066,1200.3727,1144.5676,1171.8553,1193.4529,1279.0516,1324.4279,1283.7833,1200.3727,1027.2341,1039.1234,1088.2036,1054.9398,1051.4833,981.78595,890.3261,884.93396,995.3258,977.14124,1089.7859,1066.9082,1262.2003,1280.9437,1269.747,1254.2316,1197.9457,1119.8922,1042.8984,1067.8628,975.0516,930.4408,819.4931,867.40375,993.34814,963.0812,1071.4802,1057.6545,1214.682,1211.5293,1242.522,1236.535,1207.3773,1174.5475,1079.0055,1045.9365,944.3093,894.5539,923.77057,1067.7264,1161.7446,1013.61273,957.513,1096.9524,1053.0415,1100.1285,1107.4623,1152.4402,1164.0044,1132.0287,1029.1776,966.7162,953.96094,984.4732,778.74585,964.76794,1156.2432,1113.7048,1074.0773,1068.4767,1038.046,1010.68634,1070.9338,1047.9642,1115.789,1114.8162,1089.3042,1003.38873,1014.2784,996.05145,859.9629,936.88184,1032.0626,1066.0902,1105.7308,1095.2968,1110.7898,1069.2272,1046.4095,1031.8612,1077.0878,1087.516,1083.3257,1034.0776,983.6207,947.5207,807.2648,845.6781,928.5323,1006.4373,1094.952,1070.6606,1063.5018,1058.8772,1023.0181,1017.60986,1058.7413,1059.4888,1051.2124,1026.0957,971.20483,942.44946
1 , 1544.7972,1527.5525,,,,1435.6676,,,,,,,,1393.5623,1316.4371,1340.8802,,,,,,,1382.9857,1388.3096,,,,,,,1309.0424,1315.9243,1492.1532,1433.9602,1439.3799,,,,1348.3115,1356.1924,1362.1637,1360.099,1350.4467,,,,1326.9224,1268.5852,1446.7324,1375.818,1339.9243,1346.2506,,,1355.9713,1287.6448,1237.9048,1241.8002,1270.1827,1292.0197,1313.8735,1227.4629,1196.0195,1215.1838,1321.5676,1284.6573,1226.6719,1194.8073,1240.862,1302.3878,,,1195.9481,1066.431,1127.5586,1109.6802,1155.7499,1101.7181,963.98926,956.2851,1189.4641,1176.3906,1168.1042,1112.3164,1137.9061,1158.2875,1242.522,1288.4465,1247.867,1165.0642,994.53455,1006.70264,1055.686,1022.1492,1024.6902,958.1596,866.05914,860.3888,965.3522,946.74945,1057.3829,1033.1371,1225.0903,1242.4498,1230.7007,1216.9767,1161.0387,1085.9353,1014.1452,1042.0215,950.73785,906.7414,798.2857,844.53436,968.40625,937.0096,1042.561,1028.1051,1182.7079,1173.697,1204.7312,1198.4452,1172.1387,1139.3774,1045.869,1017.2765,917.06384,869.1169,902.731,1044.4507,1136.9958,988.21545,931.1411,1069.5002,1025.1586,1069.1589,1075.7872,1119.1963,1127.0004,1095.6416,993.41406,931.5869,925.3563,954.9935,759.6318,943.2189,1131.2599,1087.1035,1046.4095,1040.1339,1009.0919,981.78595,1039.9991,1016.4099,1080.4447,1078.5259,1051.9574,974.5295,985.85114,968.7965,841.1087,916.30634,1009.6233,1041.2798,1079.4851,1067.7946,1081.4733,1038.5173,1015.07745,1001.4031,1050.8738,1061.5284,1054.533,1005.045,955.1226,923.2001,790.64026,827.9074,908.75037,983.883,1069.5685,1044.5857,1035.9601,1029.8483,994.53455,987.427,1032.5997,1034.7498,1027.1671,1000.47705,945.9143,915.1076
2 , 1576.2056,1558.3917,,,,1457.1342,,,,,,,,1407.6313,1329.4915,1350.7412,,,,,,,1408.15,1412.0778,,,,,,,1328.17,1336.4694,1526.5116,1467.9861,1472.2238,,,,1375.301,1381.1378,1386.4607,1383.8728,1372.8639,,,,1343.6017,1290.9985,1483.3032,1409.7803,1374.0454,1378.7731,,,1383.2814,1313.5074,1262.0553,1265.6819,1293.6246,1313.8003,1336.9839,1248.2283,1216.4746,1235.9584,1358.0349,1319.8081,1261.6202,1229.1893,1274.179,1331.9146,,,1220.5647,1088.5475,1151.0328,1132.5879,1179.6543,1122.19,980.28,969.77246,1226.6,1212.3173,1203.7303,1144.9186,1169.6608,1187.258,1270.6185,1317.6827,1276.0693,1192.3127,1020.07855,1030.8545,1077.704,1042.9658,1040.336,973.551,897.4204,891.1335,997.83374,977.9255,1085.317,1060.8484,1254.1592,1271.345,1259.0111,1246.2772,1189.5353,1110.5123,1029.58,1057.3151,965.547,921.42645,827.49133,875.0056,1000.2787,965.4171,1070.1145,1055.0077,1210.3119,1202.4441,1234.013,1226.8157,1196.1621,1162.8743,1067.249,1033.8088,932.86127,883.6352,933.62634,1076.8823,1169.8024,1015.01086,958.483,1099.1615,1054.1938,1097.2975,1103.2394,1146.7446,1151.3143,1119.6138,1016.5432,952.86444,941.3601,974.3338,785.742,970.4885,1160.8976,1115.6499,1074.6927,1069.5685,1037.9114,1010.28766,1068.2721,1043.1008,1104.9692,1102.5479,1078.8684,998.62634,1009.424,991.175,866.18134,943.8602,1034.3464,1068.886,1108.9176,1097.5045,1110.6511,1067.59,1044.1132,1031.3914,1074.8295,1083.463,1078.5944,1028.7754,977.664,941.6805,809.9005,848.0891,931.0774,1007.4324,1096.1245,1070.1145,1062.685,1058.6055,1021.6146,1014.2784,1053.7192,1056.9077,1047.8966,1021.28064,965.48206,936.4985
3 , 1586.8839,1564.4802,,,,1468.0604,,,,,,,,1424.8324,1346.8394,1367.4014,,,,,,,1420.3817,1424.0906,,,,,,,1344.1167,1348.8268,1537.8114,1475.4954,1479.5106,,,,1389.4191,1395.9305,1401.7054,1398.8917,1389.1232,,,,1359.3618,1304.2152,1495.5,1418.8243,1382.9119,1387.4961,,,1397.633,1328.5371,1277.1602,1280.1432,1308.457,1329.2711,1352.656,1264.521,1230.9885,1251.1927,1370.9442,1329.2711,1270.1827,1237.1117,1283.1279,1345.6619,,,1235.8142,1104.1388,1166.4071,1147.2363,1194.4508,1138.6768,994.139,985.45734,1238.2653,1219.5597,1210.3119,1152.3698,1178.3768,1200.3727,1285.0944,1331.6942,1290.3422,1206.0898,1033.07,1045.6663,1093.0221,1055.8896,1054.6686,986.7046,907.3689,897.35803,1002.59424,983.883,1097.2975,1073.0518,1268.5852,1285.9686,1274.1063,1258.6489,1202.1583,1124.7684,1044.4507,1069.8414,978.38306,933.49884,832.1345,880.0541,1006.83527,976.3573,1084.0808,1069.2954,1225.6654,1216.4028,1247.6501,1240.7178,1211.2428,1176.8871,1081.8848,1048.1671,946.107,896.3604,937.9044,1083.8063,1176.3198,1027.2341,971.20483,1111.206,1065.9539,1107.1158,1113.8438,1157.5824,1166.5486,1135.6658,1032.1298,966.6512,954.08997,984.7356,788.85156,976.7492,1169.0947,1125.5354,1086.8286,1081.6791,1047.2206,1019.61127,1078.5944,1053.7192,1119.4746,1118.5006,1092.5398,1008.09607,1018.2101,1000.0803,871.445,948.8712,1045.869,1078.7999,1118.1528,1108.4324,1120.5187,1077.567,1054.533,1042.089,1086.4163,1095.09,1089.7859,1039.4602,987.1643,951.1243,817.07355,857.04584,942.5136,1019.7448,1107.5315,1080.8561,1075.8557,1069.5002,1034.0776,1026.9662,1067.5219,1068.6814,1060.3044,1032.4655,975.7696,945.27216
4 , 1612.1335,1591.2566,,,,1489.7733,,,,,,,,1442.4246,1361.5737,1386.091,,,,,,,1441.6819,1446.5095,,,,,,,1360.1727,1366.0732,1564.3318,1504.7969,1503.6068,,,,1410.8177,1417.2672,1423.052,1420.6785,1407.5573,,,,1378.0342,1319.4417,1519.6708,1447.9209,1409.9285,1410.5214,,,1418.7502,1349.4895,1298.1505,1301.5109,1329.0509,1345.1469,1367.4752,1280.6526,1248.7343,1266.843,1393.8583,1355.8977,1297.6394,1260.6779,1304.5807,1366.5159,,,1254.3763,1122.7472,1183.916,1162.6625,1208.0929,1153.7073,1010.1547,998.2961,1259.6633,1245.0492,1234.3011,1175.0436,1199.0162,1218.842,1303.9227,1348.4587,1306.994,1224.0123,1048.3024,1059.8965,1108.4324,1074.8295,1068.2039,998.49426,923.32684,913.72076,1025.0247,1003.1901,1115.4414,1090.8182,1286.4059,1303.6304,1291.8008,1278.8334,1222.0009,1143.5148,1065.545,1085.317,988.08405,944.1169,848.4511,895.55035,1022.4165,989.596,1096.1935,1081.6791,1239.9963,1238.1932,1266.9155,1259.4459,1229.2614,1196.7328,1097.1594,1060.3724,954.4772,905.11096,956.7374,1098.3329,1191.1018,1038.5173,981.5239,1122.8866,1078.7313,1123.7925,1129.7229,1173.697,1182.779,1149.2043,1045.5988,978.3177,964.50836,994.33673,810.1937,997.17346,1188.6812,1142.3922,1101.4417,1093.918,1063.6381,1034.5481,1093.2288,1067.3854,1134.3363,1130.9105,1104.4156,1014.5447,1022.6839,1003.38873,892.6251,968.73145,1066.2947,1099.0233,1134.1265,1124.141,1138.6067,1093.2288,1069.2272,1052.6349,1094.883,1100.7505,1095.5037,1045.126,992.88696,953.57385,838.1108,877.0968,962.3032,1040.8079,1128.3962,1103.1011,1092.7465,1084.6301,1045.126,1037.5748,1076.8138,1073.8721,1061.6646,1034.4808,977.5333,945.9785
5 , 1574.2025,1559.6542,,,,1468.5808,,,,,,,,1442.2018,1364.819,1388.0138,,,,,,,1422.2361,1426.3904,,,,,,,1358.3297,1360.8363,1527.0321,1469.1755,1474.8262,,,,1390.0109,1396.8928,1403.7792,1405.3347,1395.7085,,,,1374.6362,1317.3164,1483.8237,1412.6708,1378.1082,1386.017,,,1397.9292,1332.4286,1281.3805,1285.6772,1312.2627,1329.9319,1358.5509,1271.127,1240.5013,1262.4178,1358.7721,1323.0342,1266.6978,1235.3818,1281.5989,1343.3075,,,1236.535,1106.631,1166.5486,1147.8688,1198.2311,1144.0061,1001.60156,989.596,1226.5281,1214.037,1207.0197,1150.3998,1176.4615,1196.9468,1285.1672,1330.299,1288.9568,1206.805,1032.0626,1045.6663,1095.5037,1061.4604,1058.062,988.6098,892.06555,889.3951,1000.47705,981.13104,1093.9868,1070.1145,1267.5688,1285.5315,1275.7784,1262.2003,1204.6597,1126.4423,1047.4233,1071.6852,978.38306,933.8177,820.9115,869.42303,996.05145,964.76794,1073.8721,1059.1489,1220.6365,1220.0621,1250.3972,1240.5735,1210.5983,1177.8092,1081.2675,1046.815,945.5932,895.8619,925.29285,1070.8656,1164.4282,1016.9431,963.27576,1103.862,1058.5375,1106.2155,1113.8438,1157.4414,1165.2762,1132.5879,1027.904,964.70306,953.4448,984.1453,780.00446,967.75604,1160.4741,1120.5187,1081.5419,1075.9241,1045.261,1017.9433,1078.4574,1051.4833,1117.3182,1114.2605,1086.004,998.2961,1009.3576,994.7983,861.6064,938.86365,1035.2203,1072.7101,1116.623,1106.5618,1120.7971,1076.1294,1051.4833,1034.4137,1075.7872,1083.1885,1078.9369,1029.1106,981.19653,944.6944,809.0799,849.5981,933.5626,1016.6765,1104.0696,1078.3203,1070.2511,1063.706,1027.3682,1020.2789,1059.4888,1059.081,1047.153,1024.1549,968.34125,938.47986
6 , 1580.8784,1566.4103,,,,1472.893,,,,,,,,1440.7166,1362.2374,1385.6473,,,,,,,1425.8711,1429.2101,,,,,,,1360.1727,1362.3849,1531.4186,1474.0825,1482.857,,,,1394.8944,1400.6687,1406.4459,1407.3351,1397.263,,,,1376.7783,1317.756,1488.2115,1417.4155,1382.3944,1390.2328,,,1402.5941,1334.412,1283.3463,1287.2074,1316.2906,1334.265,1361.2051,1274.9786,1243.2439,1264.3035,1360.2465,1324.7946,1270.5459,1239.6356,1286.1144,1348.0907,,,1239.9242,1108.0858,1170.3685,1150.9625,1201.0154,1147.8688,1004.3161,992.2942,1228.2542,1215.7574,1210.7415,1154.7637,1180.5062,1201.6582,1288.8839,1333.2366,1292.1655,1207.8066,1036.0946,1049.1141,1098.4019,1064.5913,1060.7124,990.5827,898.66833,892.50073,1003.6537,984.7356,1098.1948,1074.5559,1271.2723,1287.9363,1275.9966,1261.8378,1207.1627,1129.1643,1049.7908,1074.214,978.1216,932.92505,830.28723,879.9307,1004.7799,970.68384,1080.5133,1065.3407,1222.5754,1221.3545,1249.6018,1243.0995,1213.177,1180.2932,1083.1885,1046.6122,944.6944,895.1766,937.457,1084.5615,1178.0221,1026.7653,967.49603,1107.4623,1061.8005,1106.8387,1113.08,1157.6528,1165.4882,1133.1473,1029.1106,964.50836,952.02637,982.31,792.14246,980.8037,1174.4766,1127.6284,1085.7979,1079.6907,1048.8435,1019.4778,1078.0464,1051.4833,1117.805,1114.6078,1087.3098,999.2871,1009.889,994.46857,875.8048,953.7029,1048.7759,1080.5818,1118.3615,1106.631,1121.215,1075.5135,1050.1968,1033.3386,1075.1715,1084.9735,1080.1019,1029.8483,981.13104,944.37354,824.52344,863.61755,944.56604,1018.8105,1106.5618,1079.9648,1071.7534,1065.0681,1026.6313,1019.4778,1058.5375,1057.2471,1048.9111,1025.4932,968.6014,939.1195
7 , 1600.4414,1583.3995,,,,1495.5,,,,,,,,1458.8435,1380.6205,1407.5573,,,,,,,1449.1838,1453.9388,,,,,,,1379.1426,1384.6862,1555.1239,1497.6569,1503.0863,,,,1416.5258,1423.4971,1430.4717,1431.5107,1420.9751,,,,1396.2267,1337.0574,1511.1929,1440.7908,1405.7792,1411.633,,,1424.684,1355.4556,1305.1656,1309.5546,1343.0132,1361.0576,1383.0597,1297.4933,1265.3916,1283.6377,1387.6439,1351.8458,1293.1139,1262.1278,1308.8229,1371.8302,,,1261.3303,1129.5134,1196.0195,1177.1708,1224.5154,1170.3685,1025.56,1013.3465,1255.1002,1242.0889,1232.5005,1176.3907,1203.1587,1224.0123,1309.4814,1354.5714,1314.0933,1230.3408,1059.4888,1072.0267,1121.4934,1087.1724,1083.1199,1012.016,920.0975,914.72925,1024.2887,1005.3764,1119.6835,1095.8485,1291.509,1309.0424,1298.0045,1281.8901,1228.9735,1151.2439,1070.7972,1097.4354,1002.92523,956.9959,848.8132,895.48804,1023.2187,990.6485,1099.8522,1084.9735,1241.6559,1238.049,1267.7866,1265.4642,1236.535,1203.0872,1105.2462,1070.7972,967.62604,917.127,956.47894,1101.5107,1195.449,1041.7517,981.7204,1121.4934,1076.4032,1122.8866,1129.4436,1174.1222,1189.1082,1155.8203,1053.1093,987.8869,975.3126,1005.509,809.7246,998.16394,1191.4579,1143.3043,1100.4049,1093.849,1063.0934,1034.212,1094.1936,1072.9834,1140.2185,1137.346,1111.7611,1022.61707,1033.0027,1011.617,892.87384,970.2281,1064.8638,1095.5726,1134.6161,1122.6776,1137.9762,1094.952,1075.8557,1058.6733,1100.2667,1108.6403,1103.5161,1052.7704,998.49426,961.5256,835.17914,874.8827,961.20166,1035.5565,1124.6987,1098.471,1090.8871,1084.6301,1052.2284,1044.4507,1083.2571,1081.9534,1072.0267,1041.482,986.245,955.6392
8 , 1635.5492,1618.7876,,,,1536.0275,,,,,,,,1483.7494,1405.3347,1429.1359,,,,,,,1489.1039,1491.0376,,,,,,,1406.9646,1409.4839,1593.7756,1536.9938,1543.9799,,,,1457.2085,1462.5597,1468.5065,1459.0664,1448.2924,,,,1423.8679,1364.5239,1551.1127,1480.1056,1446.5839,1454.0875,,,1466.202,1394.1543,1342.9397,1346.6921,1370.6489,1388.0138,1411.4849,1325.3815,1292.8221,1310.3596,1429.5812,1395.0425,1336.2489,1304.4346,1350.8148,1413.7085,,,1299.2461,1165.4882,1224.3716,1204.2307,1251.6991,1197.5889,1050.9415,1036.4982,1297.0552,1285.1672,1275.4149,1218.3397,1245.0492,1266.9882,1350.2994,1394.4503,1352.9507,1267.6414,1087.1724,1097.5735,1147.658,1112.5245,1107.393,1036.6327,954.79987,951.962,1064.5913,1044.7208,1162.38,1137.9062,1334.559,1350.2994,1338.1599,1321.6409,1262.5629,1182.5658,1100.6814,1124.2107,1031.9955,985.1948,876.9122,928.8502,1059.5568,1031.0558,1142.3922,1127.1399,1286.5516,1282.6182,1311.6039,1299.9766,1269.3839,1236.7512,1137.486,1105.5231,1000.5432,947.64923,986.245,1133.497,1230.1249,1081.4047,1024.9578,1168.6702,1121.772,1166.8313,1172.8469,1217.694,1228.398,1195.5203,1088.8226,1021.9487,1009.0255,1038.854,837.3922,1030.7874,1226.3124,1185.7644,1147.658,1140.639,1109.5415,1078.2518,1138.887,1113.3577,1180.2932,1177.0999,1150.2592,1059.5568,1070.0463,1048.37,921.74304,1000.5432,1100.5431,1138.4666,1182.4238,1169.307,1184.6267,1140.639,1116.1365,1099.0233,1141.4805,1149.6965,1143.4446,1092.0576,1035.5565,997.1074,865.7537,905.73785,992.9528,1080.8561,1171.3597,1146.0421,1137.4159,1131.1901,1091.7822,1084.3555,1124.629,1123.1653,1113.4271,1081.5419,1023.0181,991.8991
9 , 1665.8812,1645.9437,,,,1563.4409,,,,,,,,1520.1913,1443.0187,1467.54,,,,,,,1517.1423,1522.1246,,,,,,,1435.8904,1439.974,1618.5659,1560.6195,1567.6721,,,,1487.4678,1495.7231,1503.9044,1500.9293,1487.9884,,,,1456.3168,1395.2644,1583.8444,1512.3085,1469.9934,1478.4696,,,1496.095,1429.1359,1377.8126,1383.3553,1408.8169,1423.6454,1447.8467,1360.2465,1325.6017,1345.294,1459.2151,1422.1619,1363.6388,1331.2535,1378.4775,1441.5334,,,1333.4569,1202.1583,1263.9408,1240.862,1288.1549,1233.0765,1083.463,1070.5242,1324.9413,1311.2379,1302.4609,1243.2439,1271.2723,1292.6761,1379.9554,1427.726,1387.7179,1306.482,1125.7446,1139.0271,1188.61,1153.2145,1149.8372,1072.3,982.50653,975.4432,1088.0662,1067.931,1185.6932,1162.2388,1364.0813,1387.4961,1379.3643,1364.4502,1306.994,1221.929,1139.2373,1165.4882,1067.1127,1019.61127,909.4415,957.57764,1087.8599,1054.1261,1167.397,1154.0594,1320.3945,1319.0751,1354.3503,1346.8394,1311.7502,1275.3422,1175.3981,1139.7979,1033.1371,980.6073,1023.0181,1169.307,1264.8113,1113.9827,1055.4147,1201.8726,1155.4681,1204.0878,1213.0337,1257.9244,1264.9563,1231.2765,1123.1653,1055.6182,1039.6622,1072.1633,867.7707,1061.5284,1263.7231,1223.6531,1181.5004,1173.1302,1143.2341,1116.2059,1176.4615,1150.2592,1216.0443,1213.7502,1185.8354,1090.6805,1101.2343,1081.336,951.83307,1033.6073,1136.3657,1174.4058,1214.1803,1208.7369,1220.421,1175.6816,1145.0591,1127.5586,1169.8732,1178.5897,1174.9019,1123.1653,1069.1589,1030.519,900.1047,942.5136,1030.2506,1117.3878,1209.596,1183.5607,1174.9728,1168.5995,1120.7275,1113.08,1153.5665,1151.9475,1142.252,1115.0245,1053.9905,1023.9543
