0.3558536,0.338354,0.3024263,0.2878733,0.292756,0.294677,0.3036603,0.325968,0.3208993,0.317416,0.310771,0.336819,0.35353,0.4024899,0.435851,0.4454636,0.3066044,0.2842996,0.2751057,0.2453467,0.2516985,0.2618713,0.2987878,0.3411707,0.339727,0.307388,0.308194,0.325133,0.380502,0.4622586,0.4803366,0.5051122,,,0.2203851,0.2301161,0.2273353,0.2566381,0.2581366,0.280521,0.3171633,0.341865,0.3479036,0.391533,0.4584464,0.5789549,0.511775,0.470567,,0.2621801,0.2697507,0.2378526,0.2670178,0.2612762,0.283907,0.3263553,0.333913,0.3235375,0.368477,0.4543823,0.5872937,0.6447233,0.6322671,0.6008604,,,0.243675,,,,0.2985162,0.3834921,0.359522,0.4008621,0.4687077,0.4937597,0.6079843,0.6678329,0.675323,0.657852,,,,,,0.2824161,0.327092,0.4029644,0.4243446,0.4655893,0.520623,0.6355425,,,0.6671327,0.6910572,0.5373363,0.5039808,0.430943,,,0.2521507,,,0.3180227,0.5097293,0.662389,0.6755958,,,0.6383544,0.6468297,0.4596812,0.3927481,0.4587044,0.3417513,0.299156,,,,0.5311996,0.6324375,0.6102099,0.5858616,0.554032,0.6217456,0.6659256,0.647059,0.3127215,0.3252818,0.276018,,,,,0.4034218,0.423875,0.3183416,0.3017875,,,0.4180394,0.4768599,0.4983765,0.2017143,0.211138,,,,,,0.2838361,,,,,,,,0.461552,,,,,,,,,,,,,,,0.3819,0.440317,,,,,,,,,,,,,,,0.4460348,0.4602361
0.406217,0.432915,0.3957179,0.366788,0.3641,0.410927,0.437813,0.42754,0.470225,0.4432473,0.444348,0.4801944,0.5764875,0.6309856,0.599168,0.6317011,0.3668509,0.334471,0.313035,0.300005,0.3098494,0.3416913,0.3872663,0.40036,0.412192,0.389894,0.42239,0.557799,0.6275411,0.634753,0.6429293,0.6550531,0.3878643,0.289029,0.28295,0.3059303,0.3270535,0.3313743,0.313765,0.340972,0.40805,0.473131,0.539315,0.6203369,0.667201,0.6991637,0.6500055,0.6437271,0.4362242,0.3333373,0.3484231,0.3254777,0.350366,0.3448487,0.375965,0.462502,0.483786,0.528801,0.6082208,0.644727,0.7092737,0.7261983,0.7165452,0.703853,0.6368573,0.4963261,0.381894,0.4079197,0.4123969,0.3753416,0.4633837,0.565228,0.5700681,0.604371,0.619665,0.6440433,0.7165337,0.7321234,0.7255312,0.7063579,0.6019936,0.481527,0.4118406,0.447121,0.4531104,0.4916101,0.521215,0.559458,0.6062549,0.6340597,0.6340289,0.6839106,,0.7299445,0.6917977,0.7135762,0.5810897,0.5775633,0.523245,0.518176,0.5105699,0.426761,,,0.5011985,0.6331427,0.7016729,0.7057495,0.6830199,0.6614345,0.6542724,0.6825622,0.5336257,0.5414363,0.5466709,0.4992572,0.439328,,,,0.5746329,0.6712874,0.6666452,0.6425554,0.6294253,0.6361035,0.6745909,0.6837397,0.461024,0.483399,0.3858304,,,,,0.5159544,0.5434368,0.3710461,,,,0.470862,0.5665417,0.611734,0.3668898,0.4099421,,,,,,0.3766616,0.3319757,,,,,,,0.5877029,,,,,,,,,,,,,,,0.5191838,0.599259,,,,,,,,,,,,,,,0.6062815,0.637575
0.460078,0.48762,0.453941,0.4124676,0.408526,0.455785,0.475901,0.476793,0.5141983,0.4851517,0.4996663,0.5270046,0.6012177,0.6402661,0.627676,0.6526949,0.407679,0.360982,0.3301247,0.319437,0.3319157,0.3907865,0.4337673,0.442477,0.4521646,0.4455971,0.477234,0.6081409,0.648717,0.659587,0.6735319,0.6903909,0.4214353,0.3427785,0.3351523,0.3309847,0.35185,0.3696703,0.3785601,0.3937385,0.4654242,0.5223091,0.5782353,0.654795,0.671014,0.6887389,0.673605,0.682362,,,0.3988411,,,,,0.4854437,0.5324169,0.5601573,0.635986,0.651619,0.698723,0.7114091,0.7075856,0.703567,0.60996,,,,,,0.5056589,0.6015871,0.6098489,0.6201919,0.62621,0.6339639,0.707265,0.727875,0.7259209,0.70599,0.6409373,,,,,,0.5880706,0.6044024,0.6213539,0.64099,0.6372011,0.6704919,0.7280981,0.7516949,0.7225,0.7233669,0.5877903,0.5962482,0.5646746,0.5474429,0.564628,0.5412746,,,0.5515841,0.6376129,0.6982049,0.718122,0.7126889,0.7111239,0.696594,0.703047,0.5907621,0.608215,0.6052127,0.5831896,0.5605347,,,,0.6059346,0.676053,0.679051,0.6881779,0.669933,0.676884,0.708941,0.709885,0.5881799,0.60301,0.5589275,,,,,0.5911758,0.6162407,0.5988684,0.6138964,,,0.5847557,0.6340935,0.6350751,0.4683245,0.5312744,,,,,,0.4893541,0.4986769,,,,,,,0.608077,,,,,,,,,,,,,,,0.5437579,0.599126,,,,,,,,,,,,,,,0.6301259,0.626435
0.335162,0.361559,0.328583,0.288389,0.287495,0.296007,0.318283,0.305957,0.344458,0.344775,0.350316,0.371594,0.411611,0.442507,0.45249,0.477441,0.292278,0.2670083,0.2571,0.255307,0.252943,0.288992,0.3051617,0.305039,0.315444,0.3235101,0.349795,0.4301499,0.4764419,0.472201,0.4901569,0.508145,0.319339,0.272718,0.260854,0.2582268,0.2671131,0.2909924,0.3028487,0.304255,0.351852,0.379864,0.420584,0.4647359,0.533531,0.546769,0.507804,0.493515,0.341341,0.272595,0.3056198,0.2895218,0.3006839,0.2939051,0.3090723,0.351019,0.394433,0.418528,0.457822,0.5042699,0.5818303,0.583973,0.5696939,0.5591649,0.4985409,0.4194811,0.3282203,0.3319593,0.3287167,0.314341,0.3813824,0.4565656,0.435405,0.465302,0.4989489,0.522497,0.5963749,0.597563,0.58582,0.57869,0.53861,0.3996505,0.3752821,0.4030236,0.4071322,0.4072341,0.4407604,0.460269,0.460162,0.481566,0.5322019,0.5917351,0.64038,0.64568,0.621633,0.639428,0.5040081,0.4867533,0.4778681,0.460252,0.4732042,0.4135352,,,0.4265109,0.5229471,0.616482,0.6392869,0.628898,0.626539,0.621163,0.6270159,0.503348,0.504385,0.5238407,0.5129397,0.4297194,,,,0.5005284,0.597538,0.591011,0.599693,0.582803,0.6034883,0.651083,0.640134,0.4619494,0.471712,0.4354556,,,,,0.4654723,0.511177,0.5082555,0.4885625,,,0.5007629,0.5289989,0.5389636,0.3533574,0.3857208,,,,,,0.3628087,0.3365404,,,,,,,0.507444,,,,,,,,,,,,,,,0.4355901,0.490261,,,,,,,,,,,,,,,0.5365379,0.524627
0.225053,0.239938,0.225913,0.214529,0.219635,0.218676,0.205256,0.208236,0.214102,0.220171,0.229079,0.226615,0.228858,0.226017,0.243368,0.245745,0.213828,0.204522,0.200535,0.195913,0.195047,0.208098,0.222155,0.222061,0.23122,0.233846,0.232035,0.231666,0.232921,0.253146,0.263326,0.294205,0.222086,0.184407,0.184946,0.1830633,0.1928867,0.205622,0.211217,0.214809,0.234283,0.246143,0.243517,0.227551,0.277939,0.314064,0.287534,0.286647,0.2233183,0.188937,0.189502,0.187408,0.18473,0.193609,0.219258,0.232311,0.225189,0.225364,0.225744,0.257677,0.328525,0.335258,0.324241,0.317134,0.293948,0.243439,0.199478,0.2140127,0.205829,0.192197,0.237355,0.274002,0.223507,0.228796,0.237224,0.286394,0.337551,0.347475,0.338662,0.335711,0.3122843,0.249516,0.234507,0.236211,0.232871,0.230273,0.255093,0.264903,0.245434,0.229698,0.288023,0.347694,0.348348,0.353876,0.345275,0.361453,0.333899,0.3235,0.318483,0.286566,0.288058,0.2492772,,,0.2184455,0.308707,0.365445,0.370409,0.362203,0.364312,0.384826,0.411567,0.3324141,0.321017,0.345072,0.334689,0.2465556,,,,0.3338951,0.382476,0.36333,0.369995,0.365521,0.397939,0.436094,0.4249429,0.251878,0.244974,0.2502238,,,,,0.2906105,0.350951,0.3230979,0.2904383,,,0.317257,0.3488137,0.380513,0.1650004,0.1847711,,,,,,0.227097,0.2123301,,,,,,,0.352218,,,,,,,0.1740229,,,,,,,,0.3071367,0.323607,,,,,,,,,,,,,,,0.383558,0.378214
0.176867,0.181923,0.162665,0.137503,0.143591,0.1540351,0.1183437,0.1500061,0.134349,0.1596743,0.1765813,0.149153,0.146221,0.146853,0.156221,0.15121,0.16589,0.149172,0.159488,0.155984,0.1491787,0.1524256,0.139479,0.1494517,0.170269,0.16996,0.181851,0.18408,0.184699,0.189219,0.196989,0.203739,0.176767,0.154207,0.151911,0.148488,0.157592,0.165274,0.168501,0.164138,0.181888,0.192899,0.18779,0.177305,0.199257,0.223799,0.214303,0.196458,0.164385,0.161406,0.160607,0.16244,0.156307,0.16796,0.180346,0.184536,0.180786,0.177029,0.177904,0.183839,0.220593,0.229878,0.232831,0.206321,0.184077,0.18267,0.16687,0.1789,0.168356,0.156883,0.174798,0.189382,0.165485,0.172238,0.16501,0.172794,0.216313,0.233405,0.234329,0.212867,0.192718,0.199826,0.182136,0.177442,0.170185,0.172401,0.18368,0.182453,0.168984,0.158085,0.170959,0.202956,0.232843,0.256566,0.233405,0.217976,0.182657,0.200051,0.203347,0.189519,0.195036,0.1767966,,,0.1212201,0.190229,0.232046,0.236305,0.234572,0.249945,0.2619979,0.290987,0.191905,0.191229,0.193887,0.201828,0.1742278,,,,0.2102151,0.233088,0.223683,0.226677,0.221778,0.276112,0.306684,0.324838,0.157009,0.156755,0.1569449,,,,,0.1910118,0.221934,0.1815944,0.1509279,,,0.2114759,0.2468605,0.277395,0.07224683,0.1145042,,,,,,0.1252822,0.1365,,,,,,0.1443042,0.241364,,,,,,,,,,,,,,,0.1829686,0.221358,,,,,,,,,,,,,,,0.271275,0.255244
0.173145,0.185552,0.176739,0.162793,0.166669,0.157818,0.125887,0.09470998,0.098791,0.110332,0.127864,0.150311,0.146641,0.145551,0.152275,0.141255,0.165102,0.161231,0.165398,0.155584,0.148105,0.153574,0.158115,0.158548,0.17834,0.179899,0.181732,0.177243,0.16664,0.168172,0.177438,0.180825,0.168776,0.14743,0.148565,0.14016,0.146687,0.147706,0.157861,0.158961,0.175642,0.184075,0.172462,0.167905,0.172033,0.186749,0.188962,0.177535,0.151004,0.143371,0.136778,0.131858,0.137993,0.143749,0.15707,0.173145,0.173479,0.169031,0.166274,0.158842,0.171877,0.190019,0.188034,0.165066,0.156538,0.170475,0.142415,0.128336,0.130173,0.115028,0.130005,0.158846,0.162055,0.153294,0.137649,0.143979,0.171073,0.199588,0.182567,0.162002,0.157328,0.171802,0.157875,0.148536,0.133032,0.126338,0.136262,0.152606,0.149888,0.143396,0.144287,0.155203,0.178019,0.19818,0.188255,0.177084,0.154927,0.156517,0.150161,0.151891,0.158717,0.1377119,,,0.08654546,0.155177,0.183634,0.195215,0.196418,0.197085,0.216861,0.251172,0.177092,0.15742,0.151181,0.160588,0.1364542,,,,0.1632811,0.174092,0.181536,0.187123,0.178845,0.233298,0.276516,0.287449,0.154769,0.145013,0.1203322,,,,,0.1551659,0.167176,0.1378861,0.1062125,,,0.20095,0.1931417,0.239218,0.08106124,0.1009465,,,,,,0.0950058,0.08755952,,,,,,0.1207667,0.194762,,,,,,,,,,,,,,,0.1525465,0.17049,,,,,,,,,,,,,,,0.214846,0.203109
0.175304,0.185761,0.180789,0.170977,0.182881,0.177396,0.164591,0.163519,0.158478,0.161389,0.169183,0.163247,0.156632,0.14186,0.1293355,,0.173724,0.165443,0.159929,0.154234,0.1511217,0.1573437,0.174184,0.180753,0.185849,0.19052,0.187045,0.163907,0.1402476,0.1056397,,,0.180367,0.161189,0.156492,0.147337,0.156222,0.161761,0.170777,0.171675,0.181231,0.187764,0.169939,0.142673,0.1285568,,,,0.167532,0.155045,0.148185,0.148377,0.150433,0.151757,0.166496,0.177796,0.173011,0.175405,0.153474,0.1209903,0.1261833,,,,0.180464,0.182547,0.157571,0.159584,0.145259,0.128482,0.148924,0.174993,0.163318,0.159926,0.1294105,0.078775,,,,,0.168572,0.176749,0.162057,0.154627,0.142694,0.13715,0.146179,0.1551,0.147837,0.1318272,0.1072643,,0.1369733,,,,0.13271,0.161643,0.168691,0.165309,0.163971,0.1401345,,,0.09934801,0.13264,,0.1581648,0.1420821,0.148555,0.1469239,0.1845232,0.08311491,0.1353737,0.14257,0.1606803,0.1368202,,,,0.1480259,0.1146875,,0.1519125,0.150313,0.177774,0.1887174,0.1879913,0.1126464,0.114724,0.1106349,,,,,0.1464769,0.1689198,0.1447866,0.09514931,,,0.149219,0.1472886,0.1681698,0.03847679,0.08814861,,,,,,0.09824393,0.1030369,,,,,,,0.153833,,,,,,,,,,,,,,,0.1338688,0.1243258,,,,,,,,,,,,,,,0.1881073,0.15854
0.183082,0.192293,0.185287,0.180124,0.18513,0.178413,0.171738,0.175065,0.174524,0.18086,0.18602,0.183505,0.181446,0.168736,0.155887,0.1377966,0.181112,0.171201,0.162854,0.158473,0.162355,0.1742,0.183376,0.185278,0.19065,0.19443,0.190171,0.178265,0.167192,0.168454,0.172932,0.1667102,0.183059,0.167357,0.165724,0.160175,0.171732,0.178936,0.182668,0.178653,0.189943,0.191571,0.179503,0.163791,0.169743,0.186063,0.183129,0.169308,0.179041,0.161426,0.160347,0.16649,0.165666,0.166095,0.17997,0.183381,0.177605,0.174484,0.164108,0.159349,0.178263,0.183218,0.1917,0.1768302,0.199819,0.191103,0.165095,0.176287,0.162476,0.146552,0.168994,0.183787,0.166862,0.161197,0.135698,0.1419,0.167945,0.197501,0.1949205,0.1987333,0.191915,0.180073,0.169911,0.164753,0.156082,0.154742,0.162698,0.159009,0.154467,0.145236,0.143518,0.159678,0.190052,0.2062757,0.2060903,0.1951221,0.171743,0.185853,0.180117,0.171383,0.172456,0.1471583,,,0.09714205,0.157654,0.187028,0.192457,0.188194,0.195815,0.202364,0.223144,0.156967,0.164336,0.174346,0.1698006,0.1361847,,,,0.1591072,0.177348,0.178539,0.180571,0.17366,0.213877,0.224782,0.237584,0.111063,0.126085,0.1152758,,,,,0.151117,0.172218,0.1481833,0.1192217,,,0.1591447,0.173833,0.192568,0.03033373,0.08978774,,,,,,0.09960984,0.09517917,,,,,,0.1114882,0.155036,,,,,,,,,,,,,,,0.1308475,0.140636,,,,,,,,,,,,,,,0.2013771,0.174458
0.1767963,0.183282,0.179779,0.176219,0.180669,0.174147,0.167096,0.172399,0.171295,0.177769,0.177554,0.17434,0.175627,0.176093,0.176315,0.169124,0.176934,0.1694,0.164198,0.160107,0.160764,0.167298,0.177797,0.183064,0.1911,0.189144,0.185313,0.176433,0.178397,0.183886,0.188672,0.193566,0.178431,0.162571,0.160999,0.156294,0.166188,0.172542,0.176392,0.175285,0.183029,0.188292,0.177335,0.171206,0.191191,0.21222,0.199969,0.187616,0.172481,0.156517,0.154051,0.160004,0.155579,0.157879,0.173355,0.175916,0.171914,0.169211,0.172753,0.180497,0.21026,0.219027,0.214905,0.199843,0.202751,0.183424,0.157346,0.1717447,0.154796,0.141193,0.1641613,0.180282,0.165676,0.162313,0.147145,0.16929,0.209874,0.231037,0.230811,0.221423,0.199902,0.181351,0.164481,0.1598157,0.15186,0.148098,0.155095,0.152926,0.154156,0.155193,0.172327,0.193582,0.216104,0.238465,0.222024,0.222031,0.179602,0.186908,0.172203,0.164507,0.167359,0.1411962,,,0.1084458,0.181564,0.222201,0.22653,0.217458,0.221962,0.237952,0.261818,0.1723323,0.164814,0.176669,0.1694323,0.1350458,,,,0.1889925,0.211527,0.205616,0.202897,0.19261,0.238959,0.274858,0.277752,0.124294,0.127147,0.1226282,,,,,0.1685773,0.1852577,0.1615051,0.1402881,,,0.1709945,0.1867615,0.214511,0.05436141,0.08750138,,,,,,0.09975873,0.1043347,,,,,,0.1263299,0.176262,,,,,,,,,,,,,,,0.1375869,0.158982,,,,,,,,,,,,,,,0.2027193,0.186866
